date,county,state,fips,cases,deaths
3/1/2020,New York City,New York,,1,0
3/2/2020,New York City,New York,,1,0
3/3/2020,New York City,New York,,2,0
3/4/2020,New York City,New York,,2,0
3/4/2020,Westchester,New York,36119,9,0
3/5/2020,Nassau,New York,36059,1,0
3/5/2020,New York City,New York,,4,0
3/5/2020,Westchester,New York,36119,17,0
3/6/2020,Nassau,New York,36059,4,0
3/6/2020,New York City,New York,,5,0
3/6/2020,Rockland,New York,36087,2,0
3/6/2020,Westchester,New York,36119,33,0
3/7/2020,Nassau,New York,36059,4,0
3/7/2020,New York City,New York,,12,0
3/7/2020,Rockland,New York,36087,2,0
3/7/2020,Saratoga,New York,36091,2,0
3/7/2020,Westchester,New York,36119,69,0
3/8/2020,Nassau,New York,36059,5,0
3/8/2020,New York City,New York,,14,0
3/8/2020,Rockland,New York,36087,2,0
3/8/2020,Saratoga,New York,36091,2,0
3/8/2020,Suffolk,New York,36103,1,0
3/8/2020,Ulster,New York,36111,1,0
3/8/2020,Westchester,New York,36119,81,0
3/9/2020,Nassau,New York,36059,17,0
3/9/2020,New York City,New York,,20,0
3/9/2020,Rockland,New York,36087,4,0
3/9/2020,Saratoga,New York,36091,2,0
3/9/2020,Suffolk,New York,36103,1,0
3/9/2020,Ulster,New York,36111,1,0
3/9/2020,Westchester,New York,36119,97,0
3/10/2020,Nassau,New York,36059,19,0
3/10/2020,New York City,New York,,37,0
3/10/2020,Rockland,New York,36087,6,0
3/10/2020,Saratoga,New York,36091,2,0
3/10/2020,Suffolk,New York,36103,1,0
3/10/2020,Ulster,New York,36111,1,0
3/10/2020,Westchester,New York,36119,107,0
3/11/2020,Monroe,New York,36055,1,0
3/11/2020,Nassau,New York,36059,28,0
3/11/2020,New York City,New York,,52,0
3/11/2020,Rockland,New York,36087,6,0
3/11/2020,Saratoga,New York,36091,2,0
3/11/2020,Suffolk,New York,36103,6,0
3/11/2020,Ulster,New York,36111,2,0
3/11/2020,Westchester,New York,36119,120,0
3/12/2020,Albany,New York,36001,2,0
3/12/2020,Delaware,New York,36025,1,0
3/12/2020,Dutchess,New York,36027,1,0
3/12/2020,Herkimer,New York,36043,1,0
3/12/2020,Monroe,New York,36055,1,0
3/12/2020,Nassau,New York,36059,41,0
3/12/2020,New York City,New York,,96,0
3/12/2020,Orange,New York,36071,1,0
3/12/2020,Rockland,New York,36087,7,0
3/12/2020,Saratoga,New York,36091,3,0
3/12/2020,Suffolk,New York,36103,21,0
3/12/2020,Ulster,New York,36111,4,0
3/12/2020,Westchester,New York,36119,147,0
3/13/2020,Albany,New York,36001,2,0
3/13/2020,Delaware,New York,36025,1,0
3/13/2020,Dutchess,New York,36027,3,0
3/13/2020,Herkimer,New York,36043,1,0
3/13/2020,Monroe,New York,36055,1,0
3/13/2020,Nassau,New York,36059,51,0
3/13/2020,New York City,New York,,155,0
3/13/2020,Orange,New York,36071,3,0
3/13/2020,Rockland,New York,36087,9,0
3/13/2020,Saratoga,New York,36091,3,0
3/13/2020,Schenectady,New York,36093,1,0
3/13/2020,Suffolk,New York,36103,29,0
3/13/2020,Ulster,New York,36111,5,0
3/13/2020,Westchester,New York,36119,157,0
3/14/2020,Albany,New York,36001,5,0
3/14/2020,Broome,New York,36007,1,0
3/14/2020,Delaware,New York,36025,1,0
3/14/2020,Dutchess,New York,36027,4,0
3/14/2020,Herkimer,New York,36043,1,0
3/14/2020,Monroe,New York,36055,2,0
3/14/2020,Nassau,New York,36059,79,0
3/14/2020,New York City,New York,,269,1
3/14/2020,Orange,New York,36071,6,0
3/14/2020,Rockland,New York,36087,12,1
3/14/2020,Saratoga,New York,36091,3,0
3/14/2020,Schenectady,New York,36093,1,0
3/14/2020,Suffolk,New York,36103,41,0
3/14/2020,Tioga,New York,36107,1,0
3/14/2020,Tompkins,New York,36109,1,0
3/14/2020,Ulster,New York,36111,5,0
3/14/2020,Westchester,New York,36119,178,0
3/15/2020,Albany,New York,36001,11,0
3/15/2020,Broome,New York,36007,1,0
3/15/2020,Delaware,New York,36025,1,0
3/15/2020,Dutchess,New York,36027,7,0
3/15/2020,Erie,New York,36029,3,0
3/15/2020,Greene,New York,36039,2,0
3/15/2020,Herkimer,New York,36043,1,0
3/15/2020,Monroe,New York,36055,2,0
3/15/2020,Montgomery,New York,36057,1,0
3/15/2020,Nassau,New York,36059,98,0
3/15/2020,New York City,New York,,330,5
3/15/2020,Orange,New York,36071,6,0
3/15/2020,Putnam,New York,36079,2,0
3/15/2020,Rockland,New York,36087,13,1
3/15/2020,Saratoga,New York,36091,3,0
3/15/2020,Schenectady,New York,36093,2,0
3/15/2020,Suffolk,New York,36103,47,0
3/15/2020,Tioga,New York,36107,1,0
3/15/2020,Tompkins,New York,36109,1,0
3/15/2020,Ulster,New York,36111,5,0
3/15/2020,Westchester,New York,36119,195,0
3/16/2020,Albany,New York,36001,12,0
3/16/2020,Allegany,New York,36003,2,0
3/16/2020,Broome,New York,36007,1,0
3/16/2020,Delaware,New York,36025,1,0
3/16/2020,Dutchess,New York,36027,10,0
3/16/2020,Erie,New York,36029,6,0
3/16/2020,Greene,New York,36039,2,0
3/16/2020,Herkimer,New York,36043,1,0
3/16/2020,Monroe,New York,36055,10,0
3/16/2020,Montgomery,New York,36057,1,0
3/16/2020,Nassau,New York,36059,109,0
3/16/2020,New York City,New York,,464,7
3/16/2020,Onondaga,New York,36067,1,0
3/16/2020,Ontario,New York,36069,1,0
3/16/2020,Orange,New York,36071,11,0
3/16/2020,Putnam,New York,36079,2,0
3/16/2020,Rockland,New York,36087,16,1
3/16/2020,Saratoga,New York,36091,5,0
3/16/2020,Schenectady,New York,36093,4,0
3/16/2020,Suffolk,New York,36103,63,2
3/16/2020,Tioga,New York,36107,1,0
3/16/2020,Tompkins,New York,36109,1,0
3/16/2020,Ulster,New York,36111,7,0
3/16/2020,Westchester,New York,36119,219,0
3/17/2020,Albany,New York,36001,23,0
3/17/2020,Allegany,New York,36003,2,0
3/17/2020,Broome,New York,36007,1,0
3/17/2020,Clinton,New York,36019,1,0
3/17/2020,Delaware,New York,36025,1,0
3/17/2020,Dutchess,New York,36027,16,0
3/17/2020,Erie,New York,36029,7,0
3/17/2020,Greene,New York,36039,2,0
3/17/2020,Herkimer,New York,36043,1,0
3/17/2020,Monroe,New York,36055,11,0
3/17/2020,Montgomery,New York,36057,1,0
3/17/2020,Nassau,New York,36059,131,2
3/17/2020,New York City,New York,,646,11
3/17/2020,Onondaga,New York,36067,2,0
3/17/2020,Ontario,New York,36069,1,0
3/17/2020,Orange,New York,36071,15,0
3/17/2020,Putnam,New York,36079,2,0
3/17/2020,Rensselaer,New York,36083,1,0
3/17/2020,Rockland,New York,36087,22,2
3/17/2020,Saratoga,New York,36091,9,0
3/17/2020,Schenectady,New York,36093,5,0
3/17/2020,Suffolk,New York,36103,84,3
3/17/2020,Sullivan,New York,36105,1,0
3/17/2020,Tioga,New York,36107,1,0
3/17/2020,Tompkins,New York,36109,1,0
3/17/2020,Ulster,New York,36111,8,0
3/17/2020,Westchester,New York,36119,379,0
3/17/2020,Wyoming,New York,36121,1,0
3/18/2020,Albany,New York,36001,36,0
3/18/2020,Allegany,New York,36003,2,0
3/18/2020,Broome,New York,36007,2,0
3/18/2020,Chenango,New York,36017,1,0
3/18/2020,Clinton,New York,36019,1,0
3/18/2020,Delaware,New York,36025,1,0
3/18/2020,Dutchess,New York,36027,20,0
3/18/2020,Erie,New York,36029,7,0
3/18/2020,Essex,New York,36031,1,0
3/18/2020,Greene,New York,36039,2,0
3/18/2020,Hamilton,New York,36041,1,0
3/18/2020,Herkimer,New York,36043,1,0
3/18/2020,Jefferson,New York,36045,1,0
3/18/2020,Livingston,New York,36051,1,0
3/18/2020,Monroe,New York,36055,14,0
3/18/2020,Montgomery,New York,36057,1,0
3/18/2020,Nassau,New York,36059,183,2
3/18/2020,New York City,New York,,1344,25
3/18/2020,Onondaga,New York,36067,2,0
3/18/2020,Ontario,New York,36069,1,0
3/18/2020,Orange,New York,36071,32,0
3/18/2020,Putnam,New York,36079,2,0
3/18/2020,Rensselaer,New York,36083,4,0
3/18/2020,Rockland,New York,36087,30,2
3/18/2020,Saratoga,New York,36091,14,0
3/18/2020,Schenectady,New York,36093,14,0
3/18/2020,Suffolk,New York,36103,116,3
3/18/2020,Sullivan,New York,36105,1,0
3/18/2020,Tioga,New York,36107,1,0
3/18/2020,Tompkins,New York,36109,2,0
3/18/2020,Ulster,New York,36111,9,0
3/18/2020,Warren,New York,36113,1,0
3/18/2020,Washington,New York,36115,1,0
3/18/2020,Westchester,New York,36119,537,0
3/18/2020,Wyoming,New York,36121,1,0
3/19/2020,Albany,New York,36001,43,0
3/19/2020,Allegany,New York,36003,2,0
3/19/2020,Broome,New York,36007,2,0
3/19/2020,Chenango,New York,36017,1,0
3/19/2020,Clinton,New York,36019,1,0
3/19/2020,Delaware,New York,36025,1,0
3/19/2020,Dutchess,New York,36027,31,0
3/19/2020,Erie,New York,36029,28,0
3/19/2020,Essex,New York,36031,1,0
3/19/2020,Greene,New York,36039,2,0
3/19/2020,Hamilton,New York,36041,1,0
3/19/2020,Herkimer,New York,36043,1,0
3/19/2020,Jefferson,New York,36045,1,0
3/19/2020,Livingston,New York,36051,1,0
3/19/2020,Monroe,New York,36055,28,0
3/19/2020,Montgomery,New York,36057,1,0
3/19/2020,Nassau,New York,36059,382,3
3/19/2020,New York City,New York,,2477,31
3/19/2020,Onondaga,New York,36067,2,0
3/19/2020,Ontario,New York,36069,1,0
3/19/2020,Orange,New York,36071,51,0
3/19/2020,Putnam,New York,36079,2,0
3/19/2020,Rensselaer,New York,36083,4,0
3/19/2020,Rockland,New York,36087,53,2
3/19/2020,Saratoga,New York,36091,14,0
3/19/2020,Schenectady,New York,36093,21,0
3/19/2020,Schoharie,New York,36095,1,0
3/19/2020,Suffolk,New York,36103,178,3
3/19/2020,Sullivan,New York,36105,8,0
3/19/2020,Tioga,New York,36107,1,0
3/19/2020,Tompkins,New York,36109,7,0
3/19/2020,Ulster,New York,36111,12,0
3/19/2020,Warren,New York,36113,1,0
3/19/2020,Washington,New York,36115,1,0
3/19/2020,Wayne,New York,36117,1,0
3/19/2020,Westchester,New York,36119,797,0
3/19/2020,Wyoming,New York,36121,2,0
3/20/2020,Albany,New York,36001,61,0
3/20/2020,Allegany,New York,36003,2,0
3/20/2020,Broome,New York,36007,2,0
3/20/2020,Chenango,New York,36017,2,0
3/20/2020,Clinton,New York,36019,2,0
3/20/2020,Columbia,New York,36021,1,0
3/20/2020,Delaware,New York,36025,1,0
3/20/2020,Dutchess,New York,36027,36,0
3/20/2020,Erie,New York,36029,31,0
3/20/2020,Essex,New York,36031,1,0
3/20/2020,Fulton,New York,36035,1,0
3/20/2020,Genesee,New York,36037,1,0
3/20/2020,Greene,New York,36039,2,0
3/20/2020,Hamilton,New York,36041,2,0
3/20/2020,Herkimer,New York,36043,2,0
3/20/2020,Jefferson,New York,36045,1,0
3/20/2020,Livingston,New York,36051,1,0
3/20/2020,Monroe,New York,36055,32,0
3/20/2020,Montgomery,New York,36057,2,0
3/20/2020,Nassau,New York,36059,754,4
3/20/2020,New York City,New York,,4419,54
3/20/2020,Niagara,New York,36063,3,0
3/20/2020,Oneida,New York,36065,2,0
3/20/2020,Onondaga,New York,36067,8,0
3/20/2020,Ontario,New York,36069,3,0
3/20/2020,Orange,New York,36071,84,0
3/20/2020,Putnam,New York,36079,7,0
3/20/2020,Rensselaer,New York,36083,8,0
3/20/2020,Rockland,New York,36087,101,3
3/20/2020,Saratoga,New York,36091,24,0
3/20/2020,Schenectady,New York,36093,21,0
3/20/2020,Schoharie,New York,36095,1,0
3/20/2020,Suffolk,New York,36103,371,7
3/20/2020,Sullivan,New York,36105,8,0
3/20/2020,Tioga,New York,36107,1,0
3/20/2020,Tompkins,New York,36109,7,0
3/20/2020,Ulster,New York,36111,12,0
3/20/2020,Warren,New York,36113,1,0
3/20/2020,Washington,New York,36115,1,0
3/20/2020,Wayne,New York,36117,1,0
3/20/2020,Westchester,New York,36119,1091,0
3/20/2020,Wyoming,New York,36121,2,0
3/21/2020,Albany,New York,36001,88,0
3/21/2020,Allegany,New York,36003,2,0
3/21/2020,Broome,New York,36007,2,1
3/21/2020,Chenango,New York,36017,2,0
3/21/2020,Clinton,New York,36019,4,0
3/21/2020,Columbia,New York,36021,2,0
3/21/2020,Delaware,New York,36025,1,0
3/21/2020,Dutchess,New York,36027,49,0
3/21/2020,Erie,New York,36029,38,0
3/21/2020,Essex,New York,36031,2,0
3/21/2020,Fulton,New York,36035,1,0
3/21/2020,Genesee,New York,36037,1,0
3/21/2020,Greene,New York,36039,2,0
3/21/2020,Hamilton,New York,36041,2,0
3/21/2020,Herkimer,New York,36043,3,0
3/21/2020,Jefferson,New York,36045,1,0
3/21/2020,Livingston,New York,36051,2,0
3/21/2020,Monroe,New York,36055,42,0
3/21/2020,Montgomery,New York,36057,3,0
3/21/2020,Nassau,New York,36059,1234,7
3/21/2020,New York City,New York,,6226,75
3/21/2020,Niagara,New York,36063,4,0
3/21/2020,Oneida,New York,36065,4,0
3/21/2020,Onondaga,New York,36067,17,0
3/21/2020,Ontario,New York,36069,4,0
3/21/2020,Orange,New York,36071,163,0
3/21/2020,Putnam,New York,36079,22,0
3/21/2020,Rensselaer,New York,36083,20,0
3/21/2020,Rockland,New York,36087,262,3
3/21/2020,Saratoga,New York,36091,35,0
3/21/2020,Schenectady,New York,36093,32,0
3/21/2020,Schoharie,New York,36095,1,0
3/21/2020,Steuben,New York,36101,2,0
3/21/2020,Suffolk,New York,36103,662,9
3/21/2020,Sullivan,New York,36105,12,0
3/21/2020,Tioga,New York,36107,1,0
3/21/2020,Tompkins,New York,36109,11,0
3/21/2020,Ulster,New York,36111,18,0
3/21/2020,Warren,New York,36113,1,0
3/21/2020,Washington,New York,36115,1,0
3/21/2020,Wayne,New York,36117,3,0
3/21/2020,Westchester,New York,36119,1387,0
3/21/2020,Wyoming,New York,36121,2,0
3/22/2020,Albany,New York,36001,123,0
3/22/2020,Allegany,New York,36003,2,0
3/22/2020,Broome,New York,36007,3,1
3/22/2020,Chenango,New York,36017,3,0
3/22/2020,Clinton,New York,36019,4,0
3/22/2020,Columbia,New York,36021,5,0
3/22/2020,Cortland,New York,36023,1,0
3/22/2020,Delaware,New York,36025,3,0
3/22/2020,Dutchess,New York,36027,82,0
3/22/2020,Erie,New York,36029,54,0
3/22/2020,Essex,New York,36031,3,0
3/22/2020,Fulton,New York,36035,1,0
3/22/2020,Genesee,New York,36037,1,0
3/22/2020,Greene,New York,36039,2,0
3/22/2020,Hamilton,New York,36041,2,0
3/22/2020,Herkimer,New York,36043,4,0
3/22/2020,Jefferson,New York,36045,1,0
3/22/2020,Livingston,New York,36051,2,0
3/22/2020,Madison,New York,36053,1,0
3/22/2020,Monroe,New York,36055,57,0
3/22/2020,Montgomery,New York,36057,3,0
3/22/2020,Nassau,New York,36059,1900,7
3/22/2020,New York City,New York,,9065,119
3/22/2020,Niagara,New York,36063,6,0
3/22/2020,Oneida,New York,36065,5,0
3/22/2020,Onondaga,New York,36067,29,0
3/22/2020,Ontario,New York,36069,6,0
3/22/2020,Orange,New York,36071,247,0
3/22/2020,Putnam,New York,36079,37,0
3/22/2020,Rensselaer,New York,36083,26,0
3/22/2020,Rockland,New York,36087,455,3
3/22/2020,Saratoga,New York,36091,41,0
3/22/2020,Schenectady,New York,36093,39,0
3/22/2020,Schoharie,New York,36095,1,0
3/22/2020,St. Lawrence,New York,36089,1,0
3/22/2020,Steuben,New York,36101,3,0
3/22/2020,Suffolk,New York,36103,1034,12
3/22/2020,Sullivan,New York,36105,16,0
3/22/2020,Tioga,New York,36107,1,0
3/22/2020,Tompkins,New York,36109,13,0
3/22/2020,Ulster,New York,36111,26,0
3/22/2020,Warren,New York,36113,1,0
3/22/2020,Washington,New York,36115,1,0
3/22/2020,Wayne,New York,36117,3,0
3/22/2020,Westchester,New York,36119,1873,0
3/22/2020,Wyoming,New York,36121,2,0
3/23/2020,Albany,New York,36001,127,0
3/23/2020,Allegany,New York,36003,2,0
3/23/2020,Broome,New York,36007,7,1
3/23/2020,Cayuga,New York,36011,2,0
3/23/2020,Chenango,New York,36017,3,0
3/23/2020,Clinton,New York,36019,6,0
3/23/2020,Columbia,New York,36021,10,0
3/23/2020,Cortland,New York,36023,2,0
3/23/2020,Delaware,New York,36025,3,0
3/23/2020,Dutchess,New York,36027,100,0
3/23/2020,Erie,New York,36029,87,0
3/23/2020,Essex,New York,36031,3,0
3/23/2020,Fulton,New York,36035,1,0
3/23/2020,Genesee,New York,36037,1,0
3/23/2020,Greene,New York,36039,4,0
3/23/2020,Hamilton,New York,36041,2,0
3/23/2020,Herkimer,New York,36043,4,0
3/23/2020,Jefferson,New York,36045,2,0
3/23/2020,Livingston,New York,36051,3,0
3/23/2020,Madison,New York,36053,4,0
3/23/2020,Monroe,New York,36055,76,0
3/23/2020,Montgomery,New York,36057,3,0
3/23/2020,Nassau,New York,36059,2442,9
3/23/2020,New York City,New York,,12329,155
3/23/2020,Niagara,New York,36063,10,0
3/23/2020,Oneida,New York,36065,7,0
3/23/2020,Onondaga,New York,36067,52,0
3/23/2020,Ontario,New York,36069,6,0
3/23/2020,Orange,New York,36071,389,0
3/23/2020,Oswego,New York,36075,1,0
3/23/2020,Otsego,New York,36077,1,0
3/23/2020,Putnam,New York,36079,45,0
3/23/2020,Rensselaer,New York,36083,29,0
3/23/2020,Rockland,New York,36087,592,5
3/23/2020,Saratoga,New York,36091,53,0
3/23/2020,Schenectady,New York,36093,44,0
3/23/2020,Schoharie,New York,36095,1,0
3/23/2020,St. Lawrence,New York,36089,1,0
3/23/2020,Steuben,New York,36101,4,0
3/23/2020,Suffolk,New York,36103,1458,13
3/23/2020,Sullivan,New York,36105,23,0
3/23/2020,Tioga,New York,36107,1,0
3/23/2020,Tompkins,New York,36109,15,0
3/23/2020,Ulster,New York,36111,35,0
3/23/2020,Warren,New York,36113,2,0
3/23/2020,Washington,New York,36115,3,0
3/23/2020,Wayne,New York,36117,6,0
3/23/2020,Westchester,New York,36119,2894,0
3/23/2020,Wyoming,New York,36121,4,0
3/24/2020,Albany,New York,36001,146,0
3/24/2020,Allegany,New York,36003,2,0
3/24/2020,Broome,New York,36007,9,1
3/24/2020,Cayuga,New York,36011,2,0
3/24/2020,Chemung,New York,36015,1,0
3/24/2020,Chenango,New York,36017,3,0
3/24/2020,Clinton,New York,36019,8,0
3/24/2020,Columbia,New York,36021,11,0
3/24/2020,Cortland,New York,36023,2,0
3/24/2020,Delaware,New York,36025,3,0
3/24/2020,Dutchess,New York,36027,124,0
3/24/2020,Erie,New York,36029,107,0
3/24/2020,Essex,New York,36031,3,0
3/24/2020,Fulton,New York,36035,1,0
3/24/2020,Genesee,New York,36037,1,0
3/24/2020,Greene,New York,36039,4,0
3/24/2020,Hamilton,New York,36041,2,0
3/24/2020,Herkimer,New York,36043,4,0
3/24/2020,Jefferson,New York,36045,2,0
3/24/2020,Livingston,New York,36051,3,0
3/24/2020,Madison,New York,36053,5,0
3/24/2020,Monroe,New York,36055,96,0
3/24/2020,Montgomery,New York,36057,3,0
3/24/2020,Nassau,New York,36059,2869,9
3/24/2020,New York City,New York,,14943,230
3/24/2020,Niagara,New York,36063,11,0
3/24/2020,Oneida,New York,36065,8,0
3/24/2020,Onondaga,New York,36067,60,0
3/24/2020,Ontario,New York,36069,7,0
3/24/2020,Orange,New York,36071,498,0
3/24/2020,Orleans,New York,36073,2,0
3/24/2020,Oswego,New York,36075,2,0
3/24/2020,Otsego,New York,36077,1,0
3/24/2020,Putnam,New York,36079,67,0
3/24/2020,Rensselaer,New York,36083,30,0
3/24/2020,Rockland,New York,36087,671,5
3/24/2020,Saratoga,New York,36091,60,0
3/24/2020,Schenectady,New York,36093,46,0
3/24/2020,Schoharie,New York,36095,1,0
3/24/2020,St. Lawrence,New York,36089,1,0
3/24/2020,Steuben,New York,36101,5,0
3/24/2020,Suffolk,New York,36103,1880,13
3/24/2020,Sullivan,New York,36105,30,0
3/24/2020,Tioga,New York,36107,1,0
3/24/2020,Tompkins,New York,36109,16,0
3/24/2020,Ulster,New York,36111,47,0
3/24/2020,Warren,New York,36113,2,0
3/24/2020,Washington,New York,36115,3,0
3/24/2020,Wayne,New York,36117,6,0
3/24/2020,Westchester,New York,36119,3891,6
3/24/2020,Wyoming,New York,36121,4,0
3/25/2020,Albany,New York,36001,152,0
3/25/2020,Allegany,New York,36003,2,0
3/25/2020,Broome,New York,36007,11,1
3/25/2020,Cayuga,New York,36011,2,0
3/25/2020,Chautauqua,New York,36013,1,0
3/25/2020,Chemung,New York,36015,1,0
3/25/2020,Chenango,New York,36017,3,0
3/25/2020,Clinton,New York,36019,10,0
3/25/2020,Columbia,New York,36021,12,0
3/25/2020,Cortland,New York,36023,2,0
3/25/2020,Delaware,New York,36025,5,0
3/25/2020,Dutchess,New York,36027,153,0
3/25/2020,Erie,New York,36029,122,0
3/25/2020,Essex,New York,36031,4,0
3/25/2020,Franklin,New York,36033,1,0
3/25/2020,Fulton,New York,36035,1,0
3/25/2020,Genesee,New York,36037,2,0
3/25/2020,Greene,New York,36039,4,0
3/25/2020,Hamilton,New York,36041,2,0
3/25/2020,Herkimer,New York,36043,5,0
3/25/2020,Jefferson,New York,36045,2,0
3/25/2020,Livingston,New York,36051,3,0
3/25/2020,Madison,New York,36053,7,0
3/25/2020,Monroe,New York,36055,118,0
3/25/2020,Montgomery,New York,36057,4,0
3/25/2020,Nassau,New York,36059,3285,17
3/25/2020,New York City,New York,,20061,330
3/25/2020,Niagara,New York,36063,12,0
3/25/2020,Oneida,New York,36065,9,0
3/25/2020,Onondaga,New York,36067,65,0
3/25/2020,Ontario,New York,36069,9,0
3/25/2020,Orange,New York,36071,638,0
3/25/2020,Orleans,New York,36073,2,0
3/25/2020,Oswego,New York,36075,2,0
3/25/2020,Otsego,New York,36077,2,0
3/25/2020,Putnam,New York,36079,84,0
3/25/2020,Rensselaer,New York,36083,31,0
3/25/2020,Rockland,New York,36087,1069,7
3/25/2020,Saratoga,New York,36091,64,0
3/25/2020,Schenectady,New York,36093,55,0
3/25/2020,Schoharie,New York,36095,2,0
3/25/2020,St. Lawrence,New York,36089,1,0
3/25/2020,Steuben,New York,36101,8,0
3/25/2020,Suffolk,New York,36103,2260,20
3/25/2020,Sullivan,New York,36105,39,0
3/25/2020,Tioga,New York,36107,1,0
3/25/2020,Tompkins,New York,36109,16,0
3/25/2020,Ulster,New York,36111,65,0
3/25/2020,Warren,New York,36113,2,0
3/25/2020,Washington,New York,36115,4,0
3/25/2020,Wayne,New York,36117,7,0
3/25/2020,Westchester,New York,36119,4691,6
3/25/2020,Wyoming,New York,36121,4,0
3/26/2020,Albany,New York,36001,171,0
3/26/2020,Allegany,New York,36003,2,0
3/26/2020,Broome,New York,36007,16,2
3/26/2020,Cayuga,New York,36011,2,0
3/26/2020,Chautauqua,New York,36013,1,0
3/26/2020,Chemung,New York,36015,7,0
3/26/2020,Chenango,New York,36017,3,0
3/26/2020,Clinton,New York,36019,11,0
3/26/2020,Columbia,New York,36021,13,0
3/26/2020,Cortland,New York,36023,2,0
3/26/2020,Delaware,New York,36025,7,0
3/26/2020,Dutchess,New York,36027,190,2
3/26/2020,Erie,New York,36029,134,2
3/26/2020,Essex,New York,36031,4,0
3/26/2020,Franklin,New York,36033,1,0
3/26/2020,Fulton,New York,36035,1,0
3/26/2020,Genesee,New York,36037,4,0
3/26/2020,Greene,New York,36039,5,0
3/26/2020,Hamilton,New York,36041,2,0
3/26/2020,Herkimer,New York,36043,7,0
3/26/2020,Jefferson,New York,36045,3,0
3/26/2020,Livingston,New York,36051,3,0
3/26/2020,Madison,New York,36053,9,0
3/26/2020,Monroe,New York,36055,139,3
3/26/2020,Montgomery,New York,36057,5,0
3/26/2020,Nassau,New York,36059,3914,19
3/26/2020,New York City,New York,,23182,435
3/26/2020,Niagara,New York,36063,14,0
3/26/2020,Oneida,New York,36065,13,0
3/26/2020,Onondaga,New York,36067,83,0
3/26/2020,Ontario,New York,36069,11,0
3/26/2020,Orange,New York,36071,751,2
3/26/2020,Orleans,New York,36073,2,0
3/26/2020,Oswego,New York,36075,4,0
3/26/2020,Otsego,New York,36077,3,0
3/26/2020,Putnam,New York,36079,94,0
3/26/2020,Rensselaer,New York,36083,32,0
3/26/2020,Rockland,New York,36087,1197,7
3/26/2020,Saratoga,New York,36091,73,0
3/26/2020,Schenectady,New York,36093,62,0
3/26/2020,Schoharie,New York,36095,2,0
3/26/2020,St. Lawrence,New York,36089,2,0
3/26/2020,Steuben,New York,36101,11,0
3/26/2020,Suffolk,New York,36103,2735,22
3/26/2020,Sullivan,New York,36105,53,0
3/26/2020,Tioga,New York,36107,2,0
3/26/2020,Tompkins,New York,36109,22,0
3/26/2020,Ulster,New York,36111,89,0
3/26/2020,Warren,New York,36113,2,0
3/26/2020,Washington,New York,36115,4,0
3/26/2020,Wayne,New York,36117,8,0
3/26/2020,Westchester,New York,36119,5944,8
3/26/2020,Wyoming,New York,36121,7,0
3/27/2020,Albany,New York,36001,187,0
3/27/2020,Allegany,New York,36003,2,0
3/27/2020,Broome,New York,36007,18,3
3/27/2020,Cayuga,New York,36011,2,0
3/27/2020,Chautauqua,New York,36013,1,0
3/27/2020,Chemung,New York,36015,11,0
3/27/2020,Chenango,New York,36017,4,0
3/27/2020,Clinton,New York,36019,11,0
3/27/2020,Columbia,New York,36021,20,0
3/27/2020,Cortland,New York,36023,4,0
3/27/2020,Delaware,New York,36025,8,0
3/27/2020,Dutchess,New York,36027,225,2
3/27/2020,Erie,New York,36029,219,6
3/27/2020,Essex,New York,36031,4,0
3/27/2020,Franklin,New York,36033,2,0
3/27/2020,Fulton,New York,36035,1,0
3/27/2020,Genesee,New York,36037,6,0
3/27/2020,Greene,New York,36039,6,0
3/27/2020,Hamilton,New York,36041,2,0
3/27/2020,Herkimer,New York,36043,9,0
3/27/2020,Jefferson,New York,36045,3,0
3/27/2020,Livingston,New York,36051,3,0
3/27/2020,Madison,New York,36053,17,0
3/27/2020,Monroe,New York,36055,160,4
3/27/2020,Montgomery,New York,36057,5,0
3/27/2020,Nassau,New York,36059,4657,27
3/27/2020,New York City,New York,,25509,560
3/27/2020,Niagara,New York,36063,23,0
3/27/2020,Oneida,New York,36065,13,0
3/27/2020,Onondaga,New York,36067,115,0
3/27/2020,Ontario,New York,36069,14,0
3/27/2020,Orange,New York,36071,910,3
3/27/2020,Orleans,New York,36073,3,0
3/27/2020,Oswego,New York,36075,4,0
3/27/2020,Otsego,New York,36077,5,0
3/27/2020,Putnam,New York,36079,111,0
3/27/2020,Rensselaer,New York,36083,35,0
3/27/2020,Rockland,New York,36087,1457,8
3/27/2020,Saratoga,New York,36091,82,0
3/27/2020,Schenectady,New York,36093,66,0
3/27/2020,Schoharie,New York,36095,3,0
3/27/2020,St. Lawrence,New York,36089,3,0
3/27/2020,Steuben,New York,36101,12,0
3/27/2020,Suffolk,New York,36103,3385,22
3/27/2020,Sullivan,New York,36105,64,0
3/27/2020,Tioga,New York,36107,2,0
3/27/2020,Tompkins,New York,36109,26,0
3/27/2020,Ulster,New York,36111,98,0
3/27/2020,Warren,New York,36113,8,0
3/27/2020,Washington,New York,36115,6,0
3/27/2020,Wayne,New York,36117,11,0
3/27/2020,Westchester,New York,36119,7187,10
3/27/2020,Wyoming,New York,36121,7,0
3/28/2020,Albany,New York,36001,195,1
3/28/2020,Allegany,New York,36003,2,0
3/28/2020,Broome,New York,36007,23,3
3/28/2020,Cattaraugus,New York,36009,1,0
3/28/2020,Cayuga,New York,36011,2,0
3/28/2020,Chautauqua,New York,36013,5,0
3/28/2020,Chemung,New York,36015,12,0
